Name,Scaffold_SMILES,MW,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeteroatoms,NumValenceElectrons,NumRadicalElectrons,QED
Milrinone,O=c1ccc(-c2ccncc2)c[nH]1,172.187,1.437,1.0,2.0,45.75,1.0,2.0,0.0,0.0,3.0,64.0,0.0,0.707
Mimosine,O=c1cc[nH]cc1,95.101,0.375,1.0,1.0,32.86,0.0,1.0,0.0,0.0,2.0,36.0,0.0,0.496
Minaprine,c1ccc(-c2ccc(NCCN3CCOCC3)nn2)cc1,284.363,1.888,1.0,5.0,50.28,5.0,2.0,1.0,1.0,5.0,110.0,0.0,0.908
Minoxidil,c1cc(N2CCCCC2)nc[nH+]1,164.232,0.886,0.0,2.0,30.27,1.0,1.0,1.0,1.0,3.0,64.0,0.0,0.617
Mirabegron,O=C(Cc1cscn1)Nc1ccc(CCNCCc2ccccc2)cc1,365.502,3.699,2.0,4.0,54.02,9.0,3.0,0.0,0.0,5.0,134.0,0.0,0.569
Mirtazapine,c1ccc2c(c1)Cc1cccnc1N1CCNCC21,251.333,2.137,1.0,3.0,28.16,0.0,2.0,2.0,1.0,3.0,96.0,0.0,0.777
Misoprostol,O=C1CCCC1,84.118,1.129,0.0,1.0,17.07,0.0,0.0,1.0,1.0,1.0,34.0,0.0,0.43
Mitiglinide,O=C(CCCc1ccccc1)N1CC2CCCCC2C1,271.404,3.658,0.0,1.0,20.31,4.0,1.0,2.0,2.0,2.0,108.0,0.0,0.818
Mitomycin,O=C1C=CC(=O)C2=C1CC1C3NC3CN21,202.213,-0.623,1.0,4.0,59.32,0.0,0.0,4.0,2.0,4.0,76.0,0.0,0.42
Moclobemide,O=C(NCCN1CCOCC1)c1ccccc1,234.299,0.749,1.0,3.0,41.57,4.0,1.0,1.0,1.0,4.0,92.0,0.0,0.836
Modafinil,c1ccc(Cc2ccccc2)cc1,168.239,3.277,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,64.0,0.0,0.645
Moexipril,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,308.425,2.794,1.0,2.0,32.34,6.0,2.0,1.0,0.0,3.0,120.0,0.0,0.832
Molindone,O=C1c2cc[nH]c2CCC1CN1CCOCC1,234.299,1.092,1.0,3.0,45.33,2.0,1.0,2.0,1.0,4.0,92.0,0.0,0.833
Mometasone,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Monobenzone,c1ccc(COc2ccccc2)cc1,184.238,3.266,0.0,1.0,9.23,3.0,2.0,0.0,0.0,1.0,70.0,0.0,0.711
Moricizine,O=C(CCN1CCOCC1)N1c2ccccc2Sc2ccccc21,340.448,3.538,0.0,4.0,32.78,3.0,2.0,2.0,1.0,5.0,124.0,0.0,0.856
Morphine,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,239.318,2.179,1.0,2.0,21.26,0.0,1.0,4.0,1.0,2.0,92.0,0.0,0.701
Moxifloxacin,O=c1ccn(C2CC2)c2cc(N3CC4CCCNC4C3)ccc12,309.413,2.525,1.0,4.0,37.27,2.0,2.0,3.0,3.0,4.0,120.0,0.0,0.926
Mycophenolate mofetil,O=C(CCC=CCc1ccc2c(c1)C(=O)OC2)OCCN1CCOCC1,359.422,2.111,0.0,6.0,65.07,8.0,1.0,2.0,1.0,6.0,140.0,0.0,0.523
Mycophenolic acid,O=C1OCc2ccccc21,134.134,1.357,0.0,2.0,26.3,0.0,1.0,1.0,0.0,2.0,50.0,0.0,0.501
Nabumetone,c1ccc2ccccc2c1,128.174,2.84,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,0.0,0.511
Nadolol,c1ccc2c(c1)CCCC2,132.206,2.565,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,52.0,0.0,0.509
Nafcillin,O=C(NC1C(=O)N2CCSC12)c1cccc2ccccc12,298.367,1.853,1.0,3.0,49.41,2.0,2.0,2.0,2.0,5.0,106.0,0.0,0.861
Naftifine,C(=Cc1ccccc1)CNCc1cccc2ccccc12,273.379,4.643,1.0,1.0,12.03,5.0,3.0,0.0,0.0,1.0,104.0,0.0,0.668
Nalbuphine,c1cc2c3c(c1)OC1CCCC4C(C2)N(CC2CCC2)CCC314,309.453,3.916,0.0,2.0,12.47,2.0,1.0,5.0,3.0,2.0,122.0,0.0,0.821
Nalidixic Acid,O=c1cc[nH]c2ncccc12,146.149,0.923,1.0,2.0,45.75,0.0,2.0,0.0,0.0,3.0,54.0,0.0,0.6
Naloxone,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,255.317,1.582,1.0,3.0,38.33,0.0,1.0,4.0,2.0,3.0,98.0,0.0,0.765
Naltrexone,O=C1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5,309.409,2.705,0.0,3.0,29.54,2.0,1.0,5.0,3.0,3.0,120.0,0.0,0.841
Naphazoline,c1ccc2c(CC3=NCCN3)cccc2c1,210.28,2.384,1.0,2.0,24.39,2.0,2.0,1.0,0.0,2.0,80.0,0.0,0.808
Naproxen,c1ccc2ccccc2c1,128.174,2.84,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,0.0,0.511
Naratriptan,c1ccc2c(C3CCNCC3)c[nH]c2c1,200.285,2.635,2.0,1.0,27.82,1.0,2.0,1.0,1.0,2.0,78.0,0.0,0.727
Nateglinide,O=C(NCCc1ccccc1)C1CCCCC1,231.339,2.926,1.0,1.0,29.1,4.0,1.0,1.0,1.0,2.0,92.0,0.0,0.848
Nebivolol,c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2,337.463,4.144,1.0,3.0,30.49,6.0,2.0,2.0,0.0,3.0,132.0,0.0,0.804
Nedocromil,O=c1cc[nH]c2cc3occc(=O)c3cc12,213.192,1.635,1.0,3.0,63.07,0.0,3.0,0.0,0.0,4.0,78.0,0.0,0.577
Nefazodone,O=c1n(CCOc2ccccc2)cnn1CCCN1CCN(c2ccccc2)CC1,407.518,2.336,0.0,7.0,55.53,9.0,3.0,1.0,1.0,7.0,158.0,0.0,0.545
Neostigmine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Nepafenac,O=C(c1ccccc1)c1ccccc1,182.222,2.918,0.0,1.0,17.07,2.0,2.0,0.0,0.0,1.0,68.0,0.0,0.652
Nevirapine,O=C1Nc2cccnc2N(C2CC2)c2ncccc21,252.277,2.343,1.0,4.0,58.12,1.0,2.0,2.0,1.0,5.0,94.0,0.0,0.846
Niacin,c1ccncc1,79.102,1.082,0.0,1.0,12.89,0.0,1.0,0.0,0.0,1.0,30.0,0.0,0.453
Nicardipine,O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1,334.419,3.104,2.0,4.0,50.36,7.0,2.0,1.0,0.0,4.0,128.0,0.0,0.603
Nicergoline,O=C(OCC1CNC2Cc3c[nH]c4cccc(c34)C2C1)c1cccnc1,347.418,3.038,2.0,4.0,67.01,3.0,3.0,2.0,1.0,5.0,132.0,0.0,0.715
Niclosamide,O=C(Nc1ccccc1)c1ccccc1,197.237,2.939,1.0,1.0,29.1,2.0,2.0,0.0,0.0,2.0,74.0,0.0,0.787
Nicotine,c1cncc(C2CCCN2)c1,148.209,1.506,1.0,2.0,24.92,1.0,1.0,1.0,1.0,2.0,58.0,0.0,0.653
Nifedipine,C1=CC(c2ccccc2)C=CN1,157.216,2.401,1.0,1.0,12.03,1.0,1.0,1.0,0.0,1.0,60.0,0.0,0.66
Niflumic Acid,c1ccc(Nc2ccccn2)cc1,170.215,2.825,1.0,2.0,24.92,2.0,2.0,0.0,0.0,2.0,64.0,0.0,0.749
Nilutamide,O=C1CNC(=O)N1c1ccccc1,176.175,0.743,1.0,2.0,49.41,1.0,1.0,1.0,1.0,4.0,66.0,0.0,0.641
Nilvadipine,C1=CC(c2ccccc2)C=CN1,157.216,2.401,1.0,1.0,12.03,1.0,1.0,1.0,0.0,1.0,60.0,0.0,0.66
Nimodipine,C1=CC(c2ccccc2)C=CN1,157.216,2.401,1.0,1.0,12.03,1.0,1.0,1.0,0.0,1.0,60.0,0.0,0.66
Nisoldipine,C1=CC(c2ccccc2)C=CN1,157.216,2.401,1.0,1.0,12.03,1.0,1.0,1.0,0.0,1.0,60.0,0.0,0.66
Nitazoxanide,O=C(Nc1nccs1)c1ccccc1,204.254,2.395,1.0,3.0,41.99,2.0,2.0,0.0,0.0,4.0,70.0,0.0,0.816
Nitisinone,O=C1CCCC(=O)C1C(=O)c1ccccc1,216.236,1.808,0.0,3.0,51.21,2.0,1.0,1.0,1.0,3.0,82.0,0.0,0.559
Nitrazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Nitrendipine,C1=CC(c2ccccc2)C=CN1,157.216,2.401,1.0,1.0,12.03,1.0,1.0,1.0,0.0,1.0,60.0,0.0,0.66
Nitric Oxide,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Nitrofurantoin,O=C1CN(N=Cc2ccco2)C(=O)N1,193.162,0.165,1.0,4.0,74.91,2.0,1.0,1.0,1.0,6.0,72.0,0.0,0.537
Nitrofurazone,c1ccoc1,68.075,1.28,0.0,1.0,13.14,0.0,1.0,0.0,0.0,1.0,26.0,0.0,0.446
Nitroglycerin,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Nitroprusside,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Nitroxoline,c1ccc2ncccc2c1,129.162,2.235,0.0,1.0,12.89,0.0,2.0,0.0,0.0,1.0,48.0,0.0,0.531
Nizatidine,c1cscn1,85.131,1.143,0.0,2.0,12.89,0.0,1.0,0.0,0.0,2.0,26.0,0.0,0.46
Norelgestromin,N=C1C=C2CCC3C4CCCC4CCC3C2CC1,243.394,4.579,1.0,1.0,23.85,0.0,0.0,4.0,3.0,1.0,98.0,0.0,0.644
Norepinephrine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Norethindrone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,244.378,4.128,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,98.0,0.0,0.626
Norfloxacin,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,229.283,0.938,2.0,3.0,48.13,1.0,2.0,1.0,1.0,4.0,88.0,0.0,0.765
Norgestimate,N=C1C=C2CCC3C4CCCC4CCC3C2CC1,243.394,4.579,1.0,1.0,23.85,0.0,0.0,4.0,3.0,1.0,98.0,0.0,0.644
Nortriptyline,C=C1c2ccccc2CCc2ccccc21,206.288,3.847,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,78.0,0.0,0.614
Ofloxacin,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,271.32,0.803,1.0,5.0,46.5,1.0,2.0,2.0,1.0,5.0,104.0,0.0,0.833
Olanzapine,c1ccc2c(c1)N=C(N1CCNCC1)c1ccsc1N2,284.388,2.789,2.0,5.0,39.66,0.0,2.0,2.0,1.0,5.0,102.0,0.0,0.781
Olmesartan,c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3ccnc3)cc2)c1,302.341,2.779,1.0,5.0,72.28,4.0,4.0,0.0,0.0,6.0,112.0,0.0,0.629
Olopatadine,C=C1c2ccccc2COc2ccccc21,208.26,3.641,0.0,1.0,9.23,0.0,2.0,1.0,0.0,1.0,78.0,0.0,0.642
Olsalazine,c1ccc(N=Nc2ccccc2)cc1,182.226,4.102,0.0,2.0,24.72,2.0,2.0,0.0,0.0,2.0,68.0,0.0,0.624
Omeprazole,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,257.318,2.266,1.0,3.0,58.64,3.0,3.0,0.0,0.0,5.0,90.0,0.0,0.783
Ondansetron,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,265.316,2.81,1.0,3.0,50.68,2.0,3.0,1.0,0.0,4.0,100.0,0.0,0.774
Orciprenaline,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Orphenadrine,c1ccc(Cc2ccccc2)cc1,168.239,3.277,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,64.0,0.0,0.645
Oseltamivir,C1=CCCCC1,82.146,2.117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.393
Oxacillin,O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1,315.354,1.355,1.0,5.0,75.44,3.0,2.0,2.0,2.0,7.0,112.0,0.0,0.866
Oxaliplatin,O=C1O[Pt]2(NC3CCCCC3N2)OC1=O,395.272,-0.596,2.0,6.0,76.66,0.0,0.0,3.0,3.0,7.0,88.0,0.0,0.534
Oxamniquine,c1ccc2c(c1)CCCN2,133.194,2.045,1.0,1.0,12.03,0.0,1.0,1.0,0.0,1.0,52.0,0.0,0.571
Oxandrolone,O=C1CC2CCC3C4CCCC4CCC3C2CO1,248.366,3.402,0.0,2.0,26.3,0.0,0.0,4.0,4.0,2.0,100.0,0.0,0.614
Oxaprozin,c1ccc(-c2ncoc2-c2ccccc2)cc1,221.259,4.009,0.0,2.0,26.03,2.0,3.0,0.0,0.0,2.0,82.0,0.0,0.653
Oxazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Oxcarbazepine,O=C1Cc2ccccc2Nc2ccccc21,209.248,3.169,1.0,2.0,29.1,0.0,2.0,1.0,0.0,2.0,78.0,0.0,0.722
Oxitriptan,c1ccc2[nH]ccc2c1,117.151,2.168,1.0,0.0,15.79,0.0,2.0,0.0,0.0,1.0,44.0,0.0,0.544
Oxprenolol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Oxtriphylline,O=c1[nH]c(=O)c2[n-]cnc2[nH]1,151.105,-1.431,2.0,3.0,92.71,0.0,2.0,0.0,0.0,6.0,56.0,0.0,0.482
Oxybenzone,O=C(c1ccccc1)c1ccccc1,182.222,2.918,0.0,1.0,17.07,2.0,2.0,0.0,0.0,1.0,68.0,0.0,0.652
Oxybuprocaine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Oxybutynin,c1ccc(CC2CCCCC2)cc1,174.287,3.809,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,70.0,0.0,0.639
Oxycodone,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,255.317,1.582,1.0,3.0,38.33,0.0,1.0,4.0,2.0,3.0,98.0,0.0,0.765
Oxymetazoline,c1ccc(CC2=NCCN2)cc1,160.22,1.231,1.0,2.0,24.39,2.0,1.0,1.0,0.0,2.0,62.0,0.0,0.691
Oxymorphone,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,255.317,1.582,1.0,3.0,38.33,0.0,1.0,4.0,2.0,3.0,98.0,0.0,0.765
Oxyphencyclimine,O=C(OCC1=NCCCN1)C(c1ccccc1)C1CCCCC1,314.429,3.286,1.0,4.0,50.69,5.0,1.0,2.0,1.0,4.0,124.0,0.0,0.849
Oxyphenonium,c1ccc(CC2CCCCC2)cc1,174.287,3.809,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,70.0,0.0,0.639
Paliperidone,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,378.476,3.143,0.0,6.0,64.16,4.0,3.0,2.0,1.0,6.0,146.0,0.0,0.698
Palonosetron,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,296.414,2.657,0.0,2.0,23.55,1.0,1.0,5.0,3.0,3.0,116.0,0.0,0.795
Pantoprazole,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,257.318,2.266,1.0,3.0,58.64,3.0,3.0,0.0,0.0,5.0,90.0,0.0,0.783
Papaverine,c1ccc(Cc2nccc3ccccc23)cc1,219.287,3.826,0.0,1.0,12.89,2.0,3.0,0.0,0.0,1.0,82.0,0.0,0.638
Paramethadione,O=C1COC(=O)N1,101.061,-0.747,1.0,3.0,55.4,0.0,0.0,1.0,1.0,4.0,38.0,0.0,0.437
Paramethasone,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Pargyline,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Paroxetine,c1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,311.381,3.187,1.0,4.0,39.72,4.0,2.0,2.0,1.0,4.0,120.0,0.0,0.941
Pazopanib,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,302.341,3.84,3.0,5.0,78.52,4.0,4.0,0.0,0.0,6.0,112.0,0.0,0.534
Pefloxacin,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,229.283,0.938,2.0,3.0,48.13,1.0,2.0,1.0,1.0,4.0,88.0,0.0,0.765
Pemirolast,O=c1c(-c2nn[nH]n2)cnc2ccccn12,214.188,-0.125,1.0,6.0,88.83,1.0,3.0,0.0,0.0,7.0,78.0,0.0,0.609
Penbutolol,c1ccc(C2CCCC2)cc1,146.233,3.344,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,58.0,0.0,0.57
Penciclovir,O=c1nc[nH]c2[nH]cnc12,136.114,-0.354,2.0,3.0,74.43,0.0,2.0,0.0,0.0,5.0,50.0,0.0,0.519
Penicillamine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Penicillin G,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,262.334,0.629,1.0,3.0,49.41,3.0,1.0,2.0,2.0,5.0,94.0,0.0,0.813
Penicillin V,O=C(COc1ccccc1)NC1C(=O)N2CCSC12,278.333,0.465,1.0,4.0,58.64,4.0,1.0,2.0,2.0,6.0,100.0,0.0,0.813
Pentamidine,c1ccc(OCCCCCOc2ccccc2)cc1,256.345,4.315,0.0,2.0,18.46,8.0,2.0,0.0,0.0,2.0,100.0,0.0,0.655
Pentazocine,c1ccc2c(c1)CC1CC2CCN1,173.259,2.078,1.0,1.0,12.03,0.0,1.0,2.0,1.0,1.0,68.0,0.0,0.633
Pentobarbital,O=C1CC(=O)NC(=O)N1,128.087,-1.258,2.0,3.0,75.27,0.0,0.0,1.0,1.0,5.0,48.0,0.0,0.4
Pentolinium,C(CC[NH+]1CCCC1)CC[NH+]1CCCC1,212.381,-0.486,2.0,0.0,8.88,6.0,0.0,2.0,2.0,2.0,88.0,0.0,0.55
Pentostatin,C1=Nc2c(ncn2C2CCCO2)CCN1,206.249,0.998,1.0,5.0,51.44,1.0,1.0,2.0,1.0,5.0,80.0,0.0,0.745
Pentoxifylline,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,152.113,-1.061,3.0,3.0,94.4,0.0,2.0,0.0,0.0,6.0,56.0,0.0,0.449
Perflutren,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Pergolide,c1cc2c3c(c[nH]c3c1)CC1NCCCC21,212.296,2.56,2.0,1.0,27.82,0.0,2.0,2.0,1.0,2.0,82.0,0.0,0.69
Perindopril,C1CCC2NCCC2C1,125.215,1.538,1.0,1.0,12.03,0.0,0.0,2.0,2.0,1.0,52.0,0.0,0.518
Perphenazine,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,325.481,3.585,1.0,4.0,18.51,4.0,2.0,2.0,1.0,4.0,120.0,0.0,0.925
Phenacemide,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Phenazopyridine,c1ccc(N=Nc2cccnc2)cc1,183.214,3.497,0.0,3.0,37.61,2.0,2.0,0.0,0.0,3.0,68.0,0.0,0.656
Phendimetrazine,c1ccc(C2CNCCO2)cc1,163.22,1.347,1.0,2.0,21.26,1.0,1.0,1.0,1.0,2.0,64.0,0.0,0.674
Phenelzine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Phenindamine,c1ccc(C2C3=C(CCNC3)c3ccccc32)cc1,247.341,3.579,1.0,1.0,12.03,1.0,2.0,2.0,0.0,1.0,94.0,0.0,0.812
Phenindione,O=C1c2ccccc2C(=O)C1c1ccccc1,222.243,2.849,0.0,2.0,34.14,1.0,2.0,1.0,0.0,2.0,82.0,0.0,0.695
Pheniramine,c1ccc(Cc2ccccn2)cc1,169.227,2.672,0.0,1.0,12.89,2.0,2.0,0.0,0.0,1.0,64.0,0.0,0.673
Phenmetrazine,c1ccc(C2CNCCO2)cc1,163.22,1.347,1.0,2.0,21.26,1.0,1.0,1.0,1.0,2.0,64.0,0.0,0.674
Phenobarbital,O=C1NC(=O)C(c2ccccc2)C(=O)N1,204.185,0.136,2.0,3.0,75.27,1.0,1.0,1.0,1.0,5.0,76.0,0.0,0.639
Phenol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Phenoxybenzamine,c1ccc(CNCCOc2ccccc2)cc1,227.307,2.855,1.0,2.0,21.26,6.0,2.0,0.0,0.0,2.0,88.0,0.0,0.766
Phenprocoumon,O=c1oc2ccccc2cc1Cc1ccccc1,236.27,3.384,0.0,2.0,30.21,2.0,3.0,0.0,0.0,2.0,88.0,0.0,0.638
Phensuximide,O=C1CC(c2ccccc2)C(=O)N1,175.187,0.817,1.0,2.0,46.17,1.0,1.0,1.0,1.0,3.0,66.0,0.0,0.642
Phentermine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Phentolamine,c1ccc(N(CC2=NCCN2)c2ccccc2)cc1,251.333,2.826,1.0,3.0,27.63,4.0,2.0,1.0,0.0,3.0,96.0,0.0,0.905
Phenylbutazone,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,252.273,2.372,0.0,2.0,40.62,2.0,2.0,1.0,1.0,4.0,94.0,0.0,0.77
Phenylephrine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Phenylpropanolamine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Phenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.273,1.77,2.0,2.0,58.2,2.0,2.0,1.0,1.0,4.0,94.0,0.0,0.8
Phosphatidylserine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Physostigmine,c1ccc2c(c1)NC1NCCC21,160.22,1.515,2.0,2.0,24.06,0.0,1.0,2.0,1.0,2.0,62.0,0.0,0.601
Pilocarpine,O=C1CC(Cc2cnc[nH]2)CO1,166.18,0.515,1.0,3.0,54.98,2.0,1.0,1.0,1.0,4.0,64.0,0.0,0.651
Pindolol,c1ccc2[nH]ccc2c1,117.151,2.168,1.0,0.0,15.79,0.0,2.0,0.0,0.0,1.0,44.0,0.0,0.544
Pioglitazone,O=C1NC(=O)C(Cc2ccc(OCCc3ccccn3)cc2)S1,328.393,2.597,1.0,5.0,68.29,6.0,2.0,1.0,1.0,6.0,118.0,0.0,0.883
Pipazethate,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,399.516,4.323,0.0,6.0,54.9,6.0,2.0,2.0,1.0,7.0,148.0,0.0,0.674
Piperazine,C1CNCCN1,86.138,-0.821,2.0,2.0,24.06,0.0,0.0,1.0,1.0,2.0,36.0,0.0,0.402
Pipobroman,C1CNCCN1,86.138,-0.821,2.0,2.0,24.06,0.0,0.0,1.0,1.0,2.0,36.0,0.0,0.402
Pipotiazine,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCCCC1,324.493,5.165,0.0,3.0,6.48,4.0,2.0,2.0,1.0,3.0,120.0,0.0,0.766
Pirbuterol,c1ccncc1,79.102,1.082,0.0,1.0,12.89,0.0,1.0,0.0,0.0,1.0,30.0,0.0,0.453
Pirenzepine,O=C1Nc2cccnc2N(C(=O)CN2CCNCC2)c2ccccc21,337.383,1.217,2.0,5.0,77.57,2.0,2.0,2.0,1.0,7.0,128.0,0.0,0.861
Piroxicam,O=C(Nc1ccccn1)C1=Cc2ccccc2S(=O)(=O)N1,301.327,1.353,2.0,4.0,88.16,2.0,2.0,1.0,0.0,7.0,106.0,0.0,0.876
Pitavastatin,c1ccc(-c2cc(C3CC3)nc3ccccc23)cc1,245.325,4.779,0.0,1.0,12.89,2.0,3.0,1.0,1.0,1.0,92.0,0.0,0.633
Pivampicillin,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,262.334,0.629,1.0,3.0,49.41,3.0,1.0,2.0,2.0,5.0,94.0,0.0,0.813
Pivmecillinam,O=C1C(N=CN2CCCCCC2)C2SCCN12,253.371,1.174,0.0,3.0,35.91,2.0,0.0,3.0,3.0,5.0,94.0,0.0,0.421
Podofilox,O=C1OCC2Cc3cc4c(cc3C(c3ccccc3)C12)OCO4,308.333,2.893,0.0,4.0,44.76,1.0,2.0,3.0,1.0,4.0,116.0,0.0,0.76
Polidocanol,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Polythiazide,O=S1(=O)NCNc2ccccc21,184.22,0.348,2.0,3.0,58.2,0.0,1.0,1.0,0.0,5.0,64.0,0.0,0.611
Pomalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,258.233,0.088,1.0,4.0,83.55,1.0,1.0,2.0,1.0,6.0,96.0,0.0,0.723
Potassium Chloride,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Potassium Iodide,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Practolol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Pralidoxime,c1cc[nH+]cc1,80.11,0.501,0.0,0.0,14.14,0.0,1.0,0.0,0.0,1.0,30.0,0.0,0.431
Pramipexole,c1nc2c(s1)CCCC2,139.223,2.022,0.0,2.0,12.89,0.0,1.0,1.0,0.0,2.0,48.0,0.0,0.536
Pranlukast,O=C(Nc1ccc2c(=O)cc(-c3nn[nH]n3)oc2c1)c1ccc(OCCCCc2ccccc2)cc1,481.512,4.627,2.0,7.0,123.0,9.0,5.0,0.0,0.0,9.0,180.0,0.0,0.294
Prasugrel,O=C(C1CC1)C(c1ccccc1)N1CCc2sccc2C1,297.423,3.827,0.0,3.0,20.31,4.0,2.0,2.0,1.0,3.0,108.0,0.0,0.855
Pravastatin,C1=CC2=CCCCC2CC1,134.222,3.063,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,54.0,0.0,0.477
Prazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1CC1CC1,290.366,3.281,0.0,2.0,32.67,3.0,2.0,2.0,1.0,3.0,110.0,0.0,0.854
